mese,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2026-02,REG,S08408,S08734,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,ROMA TUSCOLANA,VELLETRI
2026-02,REG,S08409,S06039,4,4.0,0.0,0.0,0.0,0,1,3,0,3,2,2,1,0,70,0,70,17.5,13.5,33.400000000000006,36.69999999999999,ROMA TERMINI,GROSSETO
2026-02,REG,S08409,S06421,2,2.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,21,1,20,10.0,10.0,18.8,19.9,ROMA TERMINI,FIRENZE SANTA MARIA NOVELLA
2026-02,REG,S08409,S06500,7,7.0,0.0,0.0,0.0,0,0,4,3,4,4,3,2,0,106,12,94,13.428571428571429,14.0,35.0,37.99999999999999,ROMA TERMINI,PISA CENTRALE
2026-02,REG,S08409,S07004,2,2.0,0.0,0.0,0.0,0,0,2,0,2,2,2,2,0,69,0,69,34.5,34.5,36.5,36.75,ROMA TERMINI,PERUGIA
2026-02,REG,S08409,S07113,3,3.0,0.0,0.0,0.0,0,1,2,0,2,1,1,1,1,110,0,110,36.66666666666666,5.0,81.80000000000001,91.4,ROMA TERMINI,ANCONA
2026-02,REG,S08409,S07208,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,154,0,154,154.0,154.0,154.0,154.0,ROMA TERMINI,FABRIANO
2026-02,REG,S08409,S07217,4,4.0,0.0,0.0,0.0,0,0,4,0,4,3,3,2,1,171,0,171,42.75,30.0,84.80000000000001,94.39999999999998,ROMA TERMINI,FOLIGNO
2026-02,REG,S08409,S07810,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,ROMA TERMINI,PESCARA
2026-02,REG,S08409,S08010,12,12.0,0.0,0.0,0.0,0,2,8,2,8,6,5,0,0,137,5,132,11.0,9.0,24.9,26.35,ROMA TERMINI,CIVITAVECCHIA
2026-02,REG,S08409,S08016,8,8.0,0.0,0.0,0.0,0,2,6,0,6,2,2,0,0,73,0,73,9.125,5.5,20.5,22.25,ROMA TERMINI,S.SEVERA
2026-02,REG,S08409,S08411,68,68.0,0.0,0.0,0.0,0,30,2,36,2,0,0,0,0,62,111,-49,-0.7205882352941176,-1.0,3.0,3.649999999999999,ROMA TERMINI,FIUMICINO AEROPORTO
2026-02,REG,S08409,S08526,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,8,-8,-4.0,-4.0,-4.0,-4.0,ROMA TERMINI,AVEZZANO
2026-02,REG,S08409,S08608,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA TERMINI,LATINA
2026-02,REG,S08409,S08640,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,ROMA TERMINI,FORMIA-GAETA
2026-02,REG,S08409,S08650,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA TERMINI,CIAMPINO
2026-02,REG,S08409,S08657,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,ROMA TERMINI,COLLEFERRO-SEGNI-PALIANO
2026-02,REG,S08409,S08662,7,7.0,0.0,0.0,0.0,0,3,1,3,1,0,0,0,0,13,14,-1,-0.1428571428571428,1.0,4.800000000000001,5.399999999999999,ROMA TERMINI,FROSINONE
2026-02,REG,S08409,S08671,17,17.0,0.0,0.0,0.0,0,6,2,9,2,1,1,0,0,31,18,13,0.7647058823529411,-1.0,5.000000000000002,9.799999999999994,ROMA TERMINI,CASSINO
2026-02,REG,S08409,S08704,14,14.0,0.0,0.0,0.0,0,2,0,12,0,0,0,0,0,0,22,-22,-1.5714285714285714,-1.5,-0.2999999999999989,0.0,ROMA TERMINI,ALBANO LAZIALE
2026-02,REG,S08409,S08710,9,9.0,0.0,0.0,0.0,0,6,0,3,0,0,0,0,0,9,7,2,0.2222222222222222,0.0,3.0,3.0,ROMA TERMINI,NETTUNO
2026-02,REG,S08409,S08734,15,15.0,0.0,0.0,0.0,0,7,2,6,2,2,2,0,0,55,14,41,2.7333333333333334,1.0,11.999999999999996,20.39999999999999,ROMA TERMINI,VELLETRI
2026-02,REG,S08409,S08751,7,7.0,0.0,0.0,0.0,0,0,0,7,0,0,0,0,0,0,22,-22,-3.142857142857143,-3.0,-2.6,-2.3000000000000007,ROMA TERMINI,FRASCATI
2026-02,REG,S08409,S09150,3,3.0,0.0,0.0,0.0,0,0,2,1,2,0,0,0,0,12,2,10,3.333333333333333,5.0,6.6,6.8,ROMA TERMINI,MINTURNO-SCAURI
2026-02,REG,S08409,S09211,4,4.0,0.0,0.0,0.0,0,3,0,1,0,0,0,0,0,9,6,3,0.75,2.5,3.7,3.85,ROMA TERMINI,CASERTA
2026-02,REG,S08409,S09218,12,12.0,0.0,0.0,0.0,0,2,6,4,6,3,1,1,0,97,27,70,5.833333333333333,4.0,11.8,31.34999999999997,ROMA TERMINI,NAPOLI CENTRALE
2026-02,REG,S08409,S09453,5,5.0,0.0,0.0,0.0,0,1,0,4,0,0,0,0,0,1,14,-13,-2.6,-3.0,0.2000000000000001,0.5999999999999996,ROMA TERMINI,BOIANO
2026-02,REG,S08411,S08406,34,34.0,0.0,0.0,0.0,0,10,2,22,2,1,1,1,0,67,44,23,0.6764705882352942,-1.0,3.0,4.349999999999998,FIUMICINO AEROPORTO,ROMA OSTIENSE
2026-02,REG,S08411,S08409,67,67.0,0.0,0.0,0.0,0,52,1,14,1,0,0,0,0,51,35,16,0.2388059701492537,0.0,3.0,4.0,FIUMICINO AEROPORTO,ROMA TERMINI
2026-02,REG,S08506,S08217,5,5.0,0.0,0.0,0.0,0,1,0,4,0,0,0,0,0,0,10,-10,-2.0,-2.0,-0.7999999999999998,-0.4000000000000003,GUIDONIA-MONTECELIO-S.ANGELO,ROMA TIBURTINA
2026-02,REG,S08508,S08217,11,11.0,0.0,0.0,0.0,0,1,0,10,0,0,0,0,0,1,28,-27,-2.4545454545454546,-2.0,-1.0,0.0,TIVOLI,ROMA TIBURTINA
2026-02,REG,S08512,S08217,3,3.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,7,-7,-2.333333333333333,-2.0,-2.0,-2.0,VALLE DELL\'ANIENE-MANDELA-SAMBUCI,ROMA TIBURTINA
2026-02,REG,S08526,S07810,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,AVEZZANO,PESCARA
2026-02,REG,S08526,S08217,7,7.0,0.0,0.0,0.0,0,1,0,6,0,0,0,0,0,2,39,-37,-5.285714285714286,-4.0,-0.3999999999999986,0.7999999999999972,AVEZZANO,ROMA TIBURTINA
2026-02,REG,S08526,S08409,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,4,0,4,1.3333333333333333,1.0,2.6,2.8,AVEZZANO,ROMA TERMINI
2026-02,REG,S08526,S08539,4,4.0,0.0,0.0,0.0,0,1,0,3,0,0,0,0,0,1,9,-8,-2.0,-2.0,0.4000000000000003,0.6999999999999993,AVEZZANO,SULMONA
2026-02,REG,S08526,S08671,6,6.0,0.0,0.0,0.0,0,4,1,1,1,0,0,0,0,11,2,9,1.5,1.0,4.0,5.0,AVEZZANO,CASSINO
2026-02,REG,S08526,S08850,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,AVEZZANO,CAPISTRELLO
2026-02,REG,S08539,S07414,4,4.0,0.0,0.0,0.0,0,2,0,2,0,0,0,0,0,1,4,-3,-0.75,-1.0,0.7000000000000002,0.8499999999999996,SULMONA,L\'AQUILA
2026-02,REG,S08539,S07810,8,8.0,0.0,0.0,0.0,0,2,0,6,0,0,0,0,0,1,8,-7,-0.875,-1.0,0.2999999999999998,0.6499999999999995,SULMONA,PESCARA
2026-02,REG,S08539,S07900,4,4.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,5,0,5,1.25,1.0,2.4000000000000004,2.7,SULMONA,TERAMO
2026-02,REG,S08539,S08526,3,3.0,0.0,0.0,0.0,0,1,0,2,0,0,0,0,0,1,5,-4,-1.3333333333333333,-2.0,0.4000000000000001,0.6999999999999997,SULMONA,AVEZZANO
2026-02,REG,S08539,S08906,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,SULMONA,ROCCARASO
2026-02,REG,S08608,S08409,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,5,1,4,2.0,2.0,4.4,4.699999999999999,LATINA,ROMA TERMINI
2026-02,REG,S08640,S09218,3,3.0,0.0,0.0,0.0,0,0,3,0,3,2,2,0,0,49,0,49,16.333333333333332,18.0,24.4,25.2,FORMIA-GAETA,NAPOLI CENTRALE
2026-02,REG,S08650,S08704,3,3.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,7,-7,-2.333333333333333,-3.0,-1.4,-1.2000000000000002,CIAMPINO,ALBANO LAZIALE
2026-02,REG,S08650,S08734,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,CIAMPINO,VELLETRI
2026-02,REG,S08657,S08408,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,COLLEFERRO-SEGNI-PALIANO,ROMA TUSCOLANA
2026-02,REG,S08662,S08409,10,10.0,0.0,0.0,0.0,0,4,2,4,2,2,1,0,0,33,8,25,2.5,0.0,11.099999999999996,16.04999999999999,FROSINONE,ROMA TERMINI
2026-02,REG,S08671,S08409,15,15.0,0.0,0.0,0.0,0,5,2,8,2,2,0,0,0,35,34,1,0.0666666666666666,-1.0,7.599999999999998,11.199999999999996,CASSINO,ROMA TERMINI
2026-02,REG,S08671,S08526,6,6.0,0.0,0.0,0.0,0,3,2,1,2,0,0,0,0,24,2,22,3.6666666666666665,2.5,9.0,9.0,CASSINO,AVEZZANO
2026-02,REG,S08671,S08662,2,2.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,CASSINO,FROSINONE
2026-02,REG,S08671,S09211,4,4.0,0.0,0.0,0.0,0,1,2,1,2,0,0,0,0,17,1,16,4.0,4.0,8.100000000000001,8.549999999999999,CASSINO,CASERTA
2026-02,REG,S08671,S09218,5,5.0,0.0,0.0,0.0,0,1,1,3,1,1,1,0,0,21,13,8,1.6,-1.0,12.400000000000002,16.199999999999996,CASSINO,NAPOLI CENTRALE
2026-02,REG,S08704,S08409,15,15.0,0.0,0.0,0.0,0,9,0,6,0,0,0,0,0,6,9,-3,-0.2,0.0,1.5999999999999996,2.299999999999999,ALBANO LAZIALE,ROMA TERMINI
2026-02,REG,S08704,S08650,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,ALBANO LAZIALE,CIAMPINO
2026-02,REG,S08710,S08217,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,NETTUNO,ROMA TIBURTINA
2026-02,REG,S08710,S08409,11,11.0,0.0,0.0,0.0,0,5,2,4,2,0,0,0,0,11,13,-2,-0.1818181818181818,0.0,5.0,5.5,NETTUNO,ROMA TERMINI
2026-02,REG,S08734,S08409,18,18.0,0.0,0.0,0.0,0,12,4,2,4,1,1,1,0,74,3,71,3.9444444444444446,2.5,6.200000000000003,12.599999999999966,VELLETRI,ROMA TERMINI
2026-02,REG,S08751,S08409,6,6.0,0.0,0.0,0.0,0,3,0,3,0,0,0,0,0,1,4,-3,-0.5,-0.5,0.5,0.75,FRASCATI,ROMA TERMINI
2026-02,REG,S08850,S08526,2,2.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,6,1,5,2.5,2.5,5.3,5.65,CAPISTRELLO,AVEZZANO
2026-02,REG,S08906,S08539,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ROCCARASO,SULMONA
2026-02,REG,S09000,S08409,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,SESSA AURUNCA-ROCCAMONFINA,ROMA TERMINI
2026-02,REG,S09003,S08409,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,VILLA LITERNO,ROMA TERMINI
2026-02,REG,S09003,S09103,20,20.0,0.0,0.0,0.0,0,9,9,2,9,0,0,0,0,91,2,89,4.45,4.0,8.100000000000001,9.0,VILLA LITERNO,NAPOLI CAMPI FLEGREI
2026-02,REG,S09003,S09218,14,14.0,0.0,0.0,0.0,0,5,7,2,7,3,3,0,0,94,6,88,6.285714285714286,4.5,16.700000000000003,17.7,VILLA LITERNO,NAPOLI CENTRALE
2026-02,REG,S09101,S09103,3,3.0,0.0,0.0,0.0,0,1,0,2,0,0,0,0,0,4,3,1,0.3333333333333333,-1.0,3.0,3.5,POZZUOLI SOLFATARA,NAPOLI CAMPI FLEGREI
2026-02,REG,S09103,S09003,22,22.0,0.0,0.0,0.0,0,12,9,1,9,1,0,0,0,88,2,86,3.909090909090909,4.0,6.0,6.949999999999999,NAPOLI CAMPI FLEGREI,VILLA LITERNO
2026-02,REG,S09103,S09101,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,6,0,6,2.0,3.0,3.0,3.0,NAPOLI CAMPI FLEGREI,POZZUOLI SOLFATARA
2026-02,REG,S09103,S09211,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,NAPOLI CAMPI FLEGREI,CASERTA
2026-02,REG,S09150,S08409,5,5.0,0.0,0.0,0.0,0,2,1,2,1,1,0,0,0,13,2,11,2.2,0.0,7.800000000000001,10.4,MINTURNO-SCAURI,ROMA TERMINI
2026-02,REG,S09203,S09211,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,0,42,0,42,42.0,42.0,42.0,42.0,VAIRANO-CAIANELLO,CASERTA
2026-02,REG,S09203,S09218,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,14,-14,-7.0,-7.0,-6.2,-6.1,VAIRANO-CAIANELLO,NAPOLI CENTRALE
2026-02,REG,S09211,S08409,4,4.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,23,-23,-5.75,-3.0,-2.0,-2.0,CASERTA,ROMA TERMINI
2026-02,REG,S09211,S08640,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,CASERTA,FORMIA-GAETA
2026-02,REG,S09211,S08671,7,7.0,0.0,0.0,0.0,0,0,0,7,0,0,0,0,0,0,34,-34,-4.857142857142857,-5.0,-2.799999999999999,-1.900000000000002,CASERTA,CASSINO
2026-02,REG,S09211,S09218,22,22.0,0.0,0.0,0.0,0,8,5,9,5,1,1,0,0,67,33,34,1.5454545454545454,1.5,6.0,7.899999999999999,CASERTA,NAPOLI CENTRALE
2026-02,REG,S09218,S08409,14,14.0,0.0,0.0,0.0,0,3,3,8,3,3,3,1,0,73,44,29,2.071428571428572,-1.5,18.4,25.3,NAPOLI CENTRALE,ROMA TERMINI
2026-02,REG,S09218,S08640,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,7,0,7,2.333333333333333,2.0,3.6,3.8,NAPOLI CENTRALE,FORMIA-GAETA
2026-02,REG,S09218,S08671,3,3.0,0.0,0.0,0.0,0,0,1,2,1,1,0,0,0,12,12,0,0.0,-5.0,8.600000000000001,10.3,NAPOLI CENTRALE,CASSINO
2026-02,REG,S09218,S09003,12,12.0,0.0,0.0,0.0,0,4,2,6,2,1,0,0,0,27,13,14,1.1666666666666667,-0.5,5.800000000000001,8.699999999999996,NAPOLI CENTRALE,VILLA LITERNO
2026-02,REG,S09218,S09203,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,8,0,8,2.6666666666666665,4.0,4.0,4.0,NAPOLI CENTRALE,VAIRANO-CAIANELLO
2026-02,REG,S09218,S09211,18,18.0,0.0,0.0,0.0,0,6,4,8,4,1,1,0,0,49,13,36,2.0,0.5,8.3,10.04999999999999,NAPOLI CENTRALE,CASERTA
2026-02,REG,S09218,S09453,4,4.0,0.0,0.0,0.0,0,2,1,1,1,1,1,0,0,24,4,20,5.0,1.0,16.000000000000004,19.0,NAPOLI CENTRALE,BOIANO
2026-02,REG,S09218,S09818,2,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,3,3,0,0.0,0.0,2.4000000000000004,2.7,NAPOLI CENTRALE,SALERNO
2026-02,REG,S09218,S09824,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,11,-11,-5.5,-5.5,-4.3,-4.15,NAPOLI CENTRALE,EBOLI
2026-02,REG,S09218,S11420,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,NAPOLI CENTRALE,POTENZA CENTRALE
2026-02,REG,S09218,S11465,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,NAPOLI CENTRALE,TARANTO
2026-02,REG,S09218,S11721,8,8.0,0.0,0.0,0.0,0,1,1,6,1,0,0,0,0,13,20,-7,-0.875,-1.0,5.499999999999999,7.249999999999997,NAPOLI CENTRALE,SAPRI
2026-02,REG,S09218,S11739,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,4,0,4,4.0,4.0,4.0,4.0,NAPOLI CENTRALE,PAOLA
2026-02,REG,S09218,S11910,3,3.0,0.0,0.0,0.0,0,0,2,1,2,1,1,0,0,32,1,31,10.333333333333334,5.0,22.6,24.8,NAPOLI CENTRALE,COSENZA
2026-02,REG,S09453,S08409,5,5.0,0.0,0.0,0.0,0,1,0,4,0,0,0,0,0,0,16,-16,-3.2,-4.0,-0.3999999999999999,-0.2000000000000001,BOIANO,ROMA TERMINI
2026-02,REG,S09453,S09206,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,BOIANO,SPARANISE
2026-02,REG,S09453,S09218,3,3.0,0.0,0.0,0.0,0,1,0,2,0,0,0,0,0,3,11,-8,-2.6666666666666665,-3.0,1.8000000000000005,2.3999999999999995,BOIANO,NAPOLI CENTRALE
2026-02,REG,S09702,S09818,8,8.0,0.0,0.0,0.0,0,3,0,5,0,0,0,0,0,8,40,-32,-4.0,-4.5,2.6,3.299999999999999,SARNO,SALERNO
2026-02,REG,S09702,S09823,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,SARNO,BATTIPAGLIA
2026-02,REG,S09706,S09818,7,7.0,0.0,0.0,0.0,0,3,1,3,1,0,0,0,0,10,11,-1,-0.1428571428571428,1.0,3.8000000000000007,4.399999999999999,MERCATO S.SEVERINO,SALERNO
2026-02,REG,S09806,S09818,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,TORRE ANNUNZIATA CENTRALE,SALERNO
2026-02,REG,S09814,S09818,7,7.0,0.0,0.0,0.0,0,2,0,5,0,0,0,0,0,6,17,-11,-1.5714285714285714,-2.0,2.8000000000000007,3.3999999999999986,NOCERA INFERIORE,SALERNO
2026-02,REG,S09818,S09103,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,SALERNO,NAPOLI CAMPI FLEGREI
2026-02,REG,S09818,S09218,3,3.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,9,9,0,0.0,4.0,4.8,4.9,SALERNO,NAPOLI CENTRALE
2026-02,REG,S09818,S09702,9,9.0,0.0,0.0,0.0,0,7,0,2,0,0,0,0,0,12,10,2,0.2222222222222222,2.0,3.0,3.0,SALERNO,SARNO
2026-02,REG,S09818,S09706,7,7.0,0.0,0.0,0.0,0,4,0,3,0,0,0,0,0,6,9,-3,-0.4285714285714285,0.0,2.4000000000000004,2.7,SALERNO,MERCATO S.SEVERINO
2026-02,REG,S09818,S09806,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,SALERNO,TORRE ANNUNZIATA CENTRALE
2026-02,REG,S09818,S09814,7,7.0,0.0,0.0,0.0,0,1,0,6,0,0,0,0,0,0,20,-20,-2.857142857142857,-3.0,-0.5999999999999996,-0.3000000000000007,SALERNO,NOCERA INFERIORE
2026-02,REG,S09818,S09828,1,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,SALERNO,BUCCINO S.GREGORIO MAGNO
2026-02,REG,S09818,S09839,29,29.0,0.0,0.0,0.0,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,SALERNO,ARECHI
2026-02,REG,S09818,S11420,5,5.0,0.0,0.0,0.0,0,0,1,4,1,1,0,0,0,12,31,-19,-3.8,-5.0,5.600000000000001,8.799999999999997,SALERNO,POTENZA CENTRALE
2026-02,REG,S09818,S11721,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,SALERNO,SAPRI
2026-02,REG,S09818,S11739,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,SALERNO,PAOLA
2026-02,REG,S09823,S09818,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,BATTIPAGLIA,SALERNO
2026-02,REG,S09823,S09824,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,BATTIPAGLIA,EBOLI
2026-02,REG,S09824,S09218,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,EBOLI,NAPOLI CENTRALE
2026-02,REG,S09824,S09818,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,EBOLI,SALERNO
2026-02,REG,S09828,S09818,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,BUCCINO S.GREGORIO MAGNO,SALERNO
2026-02,REG,S09828,S09823,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,BUCCINO S.GREGORIO MAGNO,BATTIPAGLIA
2026-02,REG,S11019,S07810,9,9.0,0.0,0.0,0.0,0,2,0,7,0,0,0,0,0,0,15,-15,-1.6666666666666667,-2.0,0.0,0.0,TERMOLI,PESCARA
2026-02,REG,S11019,S11100,4,4.0,0.0,0.0,0.0,0,2,0,2,0,0,0,0,0,2,16,-14,-3.5,-1.5,1.4000000000000004,1.6999999999999993,TERMOLI,FOGGIA
2026-02,REG,S11100,S11019,4,4.0,0.0,0.0,0.0,0,3,0,1,0,0,0,0,0,6,3,3,0.75,1.5,2.7,2.85,FOGGIA,TERMOLI
2026-02,REG,S11100,S11119,14,14.0,0.0,0.0,0.0,0,4,1,9,1,0,0,0,0,8,40,-32,-2.2857142857142856,-3.0,1.0,2.7499999999999982,FOGGIA,BARI CENTRALE
2026-02,REG,S11108,S11119,4,4.0,0.0,0.0,0.0,0,1,1,2,1,0,0,0,0,10,5,5,1.25,0.0,6.200000000000001,7.099999999999998,BARLETTA,BARI CENTRALE
2026-02,REG,S11108,S11130,3,3.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,7,0,7,2.333333333333333,2.0,2.8,2.9,BARLETTA,FASANO
2026-02,REG,S11119,S11100,13,13.0,0.0,0.0,0.0,0,8,0,5,0,0,0,0,0,11,11,0,0.0,1.0,2.6000000000000014,3.0,BARI CENTRALE,FOGGIA
2026-02,REG,S11119,S11108,5,5.0,0.0,0.0,0.0,0,1,1,3,1,1,1,0,0,16,6,10,2.0,-1.0,9.400000000000002,12.199999999999998,BARI CENTRALE,BARLETTA
2026-02,REG,S11119,S11130,3,3.0,0.0,0.0,0.0,0,2,0,1,0,0,0,0,0,2,3,-1,-0.3333333333333333,1.0,1.0,1.0,BARI CENTRALE,FASANO
2026-02,REG,S11119,S11136,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,BARI CENTRALE,BRINDISI
2026-02,REG,S11119,S11145,18,18.0,0.0,0.0,0.0,0,8,4,6,4,2,1,0,0,55,13,42,2.333333333333333,1.5,7.900000000000002,11.349999999999987,BARI CENTRALE,LECCE
2026-02,REG,S11119,S11252,16,16.0,0.0,0.0,0.0,0,4,0,12,0,0,0,0,0,3,12,-9,-0.5625,-1.0,0.5,1.25,BARI CENTRALE,BITRITTO
2026-02,REG,S11130,S11108,2,2.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,FASANO,BARLETTA
2026-02,REG,S11130,S11119,4,4.0,0.0,0.0,0.0,0,1,0,3,0,0,0,0,0,0,7,-7,-1.75,-2.0,-0.5999999999999996,-0.3000000000000007,FASANO,BARI CENTRALE
2026-02,REG,S11136,S11119,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,BRINDISI,BARI CENTRALE
2026-02,REG,S11136,S11465,8,8.0,0.0,0.0,0.0,0,7,0,1,0,0,0,0,0,18,6,12,1.5,2.0,3.3,3.65,BRINDISI,TARANTO
2026-02,REG,S11145,S11119,18,18.0,0.0,0.0,0.0,0,8,0,10,0,0,0,0,0,9,23,-14,-0.7777777777777778,-1.0,1.3000000000000007,2.1499999999999986,LECCE,BARI CENTRALE
2026-02,REG,S11252,S11119,16,16.0,0.0,0.0,0.0,0,2,0,14,0,0,0,0,0,1,16,-15,-0.9375,-1.0,-0.5,0.25,BITRITTO,BARI CENTRALE
2026-02,REG,S11420,S09218,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,POTENZA CENTRALE,NAPOLI CENTRALE
2026-02,REG,S11420,S09818,5,5.0,0.0,0.0,0.0,0,1,0,4,0,0,0,0,0,2,17,-15,-3.0,-2.0,0.4000000000000003,1.1999999999999993,POTENZA CENTRALE,SALERNO
2026-02,REG,S11420,S11465,4,4.0,0.0,0.0,0.0,0,1,1,2,1,0,0,0,0,7,9,-2,-0.5,0.0,4.1000000000000005,4.549999999999999,POTENZA CENTRALE,TARANTO
2026-02,REG,S11465,S09218,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,9,0,9,9.0,9.0,9.0,9.0,TARANTO,NAPOLI CENTRALE
